Job ID,Position,Posting Status,Date Created,Application Deadline,Reposted,Term Posted,Number of Positions,All Degrees and Disciplines,Salary Range,Duration,Application Delivery Method,Application Procedure,Skills Categories,Duties Categories,Work Type,"Work Location (City, Province)",Organization Name,Country,Total View Count,Unique View Count,Application Count,Selected for Interview Count,Placement Records Count
550,Job Title 94,Expired,06/21/2022 10:03 AM,07/05/2022 11:59 PM,no,Fall 2022,1,No,,8 or 12 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'team', 'ability', 'computer', 'experience', 'knowledge']","['engineering', 'team', 'design', 'technical', 'support', 'development', 'management', 'work', 'solutions']",In-Person,"Etobicoke, ON",Organization_76,Canada,6,3,1,0,0
551,Job Title 12,Expired,06/17/2022 11:13 AM,06/26/2022 11:59 PM,no,Fall 2022,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'communication', 'work', 'strong', 'knowledge']","['safety standards', 'engineering', 'team', 'design', 'business', 'data', 'support', 'development', 'work', 'project']",In-Person,"Etobicoke, ON",Organization_36,Canada,25,16,8,0,0
552,Job Title 70,Expired,06/14/2022 01:01 PM,06/26/2022 11:59 PM,no,Fall 2022,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'program', 'communication', 'work', 'strong', 'knowledge']","['engineering', 'team', 'business', 'data', 'technical', 'development', 'project', 'solutions']",In-Person,"Etobicoke, ON",Organization_36,Canada,12,7,4,0,0
553,Job Title 62,Expired,02/26/2024 11:18 PM,03/07/2024 11:59 PM,no,Summer 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'computer', 'knowledge']","['engineering', 'team', 'development', 'management', 'work', 'solutions']",To Be Determined (TBD),"Etobicoke, ON",Organization_76,Canada,275,150,76,0,3
554,Job Title 95,Expired,02/26/2024 10:15 AM,03/05/2024 11:59 PM,no,Summer 2024,1,No,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'strong', 'knowledge']","['design', 'team', 'technology', 'business', 'technical', 'support', 'development', 'management', 'solutions']",To Be Determined (TBD),"Etobicoke, ON",Organization_14,Canada,43,31,12,0,2
555,Job Title 56,Expired,06/15/2022 08:49 AM,06/26/2022 11:59 PM,no,Fall 2022,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'program', 'communication', 'work', 'strong', 'knowledge']","['engineering', 'team', 'business', 'data', 'technical', 'project']",In-Person,"Etobicoke, ON,",Organization_36,Canada,11,7,3,0,0
556,Job Title 40,Expired,10/28/2022 08:11 PM,11/13/2022 11:59 PM,no,Winter 2023,1,No,,8 or 12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['safety standards', 'engineering', 'team', 'business', 'technical', 'development', 'work', 'project', 'solutions']",In-Person,"Etobicoke, ON,",Organization_36,Canada,8,4,1,0,0
557,Job Title 53,Expired,06/16/2022 03:14 PM,06/26/2022 11:59 PM,no,Fall 2022,1,No,,12 Months,Apply through the Employer's website:,,"['skills', 'program', 'communication', 'work', 'strong', 'knowledge']","['engineering', 'team', 'business', 'data', 'support', 'development', 'management', 'work', 'project']",In-Person,"Etobicoke, ON,",Organization_78,Canada,16,11,4,0,0
558,Job Title 77,Expired,09/29/2023 07:10 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['team', 'programming', 'ability', 'skills', 'program', 'communication', 'computer', 'work', 'experience', 'knowledge']","['team', 'design', 'technology', 'business', 'software', 'technical', 'support', 'work', 'solutions']",Hybrid (Remote and In-Person),"Etobicoke, ON,",Organization_79,Canada,67,52,28,0,0
559,Job Title 16,Expired,09/29/2023 07:05 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'skills', 'communication', 'work', 'experience', 'strong']","['engineering', 'team', 'design', 'business', 'software', 'support', 'work', 'solutions']",Hybrid (Remote and In-Person),"Etobicoke, ON,",Organization_79,Canada,8,6,2,0,0
560,Job Title 71,Expired,09/29/2023 07:01 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'communication', 'work', 'experience', 'strong', 'program']","['team', 'design', 'business', 'software', 'data', 'support', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Etobicoke, ON,",Organization_79,Canada,9,6,4,0,0
561,Job Title 92,Expired,09/29/2023 06:55 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'communication', 'work', 'experience', 'strong', 'program']","['team', 'design', 'business', 'software', 'data', 'support', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Etobicoke, ON,",Organization_79,Canada,8,5,4,0,0
562,Job Title 63,Expired,09/29/2023 06:51 PM,10/01/2023 11:59 PM,no,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'programming', 'skills', 'program', 'communication', 'management', 'time', 'work', 'strong', 'knowledge']","['engineering', 'team', 'design', 'business', 'software', 'support', 'work', 'solutions']",Hybrid (Remote and In-Person),"Etobicoke, ON,",Organization_79,Canada,6,2,1,0,0
563,Job Title 54,Expired,09/29/2023 07:07 PM,10/01/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'skills', 'communication', 'experience', 'program']","['engineering', 'team', 'design', 'business', 'support', 'work', 'solutions']",In-Person,"Etobicoke, ON,",Organization_79,Canada,5,3,2,0,0
564,Job Title 91,Expired,09/27/2023 12:22 PM,10/09/2023 11:59 PM,no,Winter 2024,1,No,,8 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'knowledge']","['design', 'data', 'technical', 'management', 'project']",In-Person,"Etobicoke, ON,",Organization_8,Canada,61,46,12,0,0
565,Job Title 14,Expired,06/22/2023 07:07 AM,07/04/2023 11:59 PM,no,Fall 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['safety standards', 'engineering', 'team', 'business', 'technical', 'development', 'work', 'project', 'solutions']",In-Person,"Etobicoke, ON,",Organization_36,Canada,54,42,4,0,0
566,Job Title 89,Expired,06/22/2023 07:00 AM,07/04/2023 11:59 PM,no,Fall 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['safety standards', 'engineering', 'team', 'business', 'technical', 'development', 'work', 'project', 'solutions']",In-Person,"Etobicoke, ON,",Organization_36,Canada,28,23,4,0,0
567,Job Title 17,Expired,06/20/2023 11:38 PM,07/04/2023 11:59 PM,no,Fall 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['safety standards', 'engineering', 'team', 'business', 'technical', 'development', 'work', 'project', 'solutions']",In-Person,"Etobicoke, ON,",Organization_36,Canada,29,25,4,0,0
568,Job Title 62,Expired,02/09/2024 10:00 AM,02/26/2024 11:59 PM,no,Summer 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'time', 'work', 'skills']","['engineering', 'team', 'design', 'business', 'data', 'technical', 'development', 'work']",In-Person,"Fenelon Falls, ON",Organization_14,Canada,17,12,2,0,0
569,Job Title 13,Expired,02/18/2022 01:12 PM,02/28/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'design', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Fort McMurray, AB",Organization_11,Canada,18,13,4,0,0
570,Job Title 70,Expired,05/25/2022 11:55 PM,06/04/2022 11:59 PM,yes,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'ability', 'skills', 'program', 'development', 'software development', 'work', 'java', 'experience', 'knowledge']","['work', 'team']",In-Person,"Fort McMurray, AB",Organization_22,Canada,44,36,16,0,0
571,Job Title 99,Expired,05/06/2022 04:52 PM,05/30/2022 11:59 PM,yes,Fall 2022,2,No,,"4, 8, 12 or 16 Months",Apply through the Employer's website:,,"['engineering', 'team', 'machine learning', 'programming', 'ability', 'skills', 'environment', 'communication', 'computer', 'time', 'work', 'experience', 'strong']","['engineering', 'business', 'software', 'incident response', 'support', 'development', 'management', 'software development', 'work']",In-Person,"Fort McMurray, AB",Organization_60,Canada,94,65,6,0,0
572,Job Title 3,Expired,02/09/2024 01:17 PM,02/16/2024 11:59 PM,no,Summer 2024,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'design', 'data', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Fort McMurray, AB",Organization_11,Canada,220,160,32,0,0
573,Job Title 6,Expired,02/07/2023 05:53 PM,02/22/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'management', 'time', 'work', 'strong', 'program']","['engineering', 'team', 'design', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Fort McMurray, AB",Organization_11,Canada,183,129,16,0,0
574,Job Title 33,Expired,02/23/2022 11:23 AM,03/06/2022 11:59 PM,yes,Summer 2022,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'program', 'work', 'experience', 'knowledge']","['engineering', 'team', 'design', 'work', 'project', 'solutions']",In-Person,"Fort St. John, BC",Organization_80,Canada,1,1,1,0,0
575,Job Title 16,Expired,01/25/2024 10:59 AM,01/28/2024 11:59 PM,no,Summer 2024,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'work', 'experience', 'program']","['engineering', 'team', 'design', 'development', 'work', 'project']",In-Person,"Fort St. John, BC",Organization_42,Canada,19,15,3,0,0
576,Job Title 66,Expired,11/15/2022 03:12 PM,11/28/2022 11:59 PM,no,Summer 2023,1,No,,16 Months ONLY,Apply through the Employer's website:,,"['python', 'ability', 'skills', 'program', 'communication', 'development', 'software development', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'business', 'software', 'development', 'software development', 'work', 'solutions']",In-Person,"Frederiction, NB",Organization_22,Canada,31,26,1,0,0
577,Job Title 46,Expired,11/17/2022 01:39 PM,11/23/2022 11:59 PM,no,Summer 2023,2,Yes,,"4, 8, 12 or 16 Months",Apply through the Employer's website:,,"['engineering', 'team', 'machine learning', 'programming', 'ability', 'skills', 'environment', 'communication', 'computer', 'time', 'work', 'experience', 'strong']","['software', 'software development', 'development', 'management']",In-Person,"Fredericton, NB",Organization_60,Canada,8,5,1,0,0
578,Job Title 57,Expired,10/17/2022 02:30 PM,10/31/2022 11:59 PM,yes,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'skills', 'cloud computing', 'work', 'development', 'software development', 'communication', 'java', 'experience', 'knowledge']","['team', 'design', 'technology', 'technical', 'support', 'development', 'work']",In-Person,"Fredericton, NB",Organization_22,Canada,39,28,5,0,0
579,Job Title 61,Expired,09/13/2022 01:20 PM,09/23/2022 11:59 PM,yes,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['knowledge', 'development', 'software development', 'experience', 'program']","['team', 'design', 'technology', 'business', 'software', 'development', 'software development', 'work', 'solutions']",In-Person,"Fredericton, NB",Organization_22,Canada,76,49,11,0,0
580,Job Title 58,Expired,09/13/2022 01:17 PM,09/23/2022 11:59 PM,yes,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'management', 'development', 'software development', 'work', 'java', 'experience', 'knowledge']","['engineering', 'design', 'technology', 'penetration testing', 'management', 'work']",In-Person,"Fredericton, NB",Organization_22,Canada,71,47,14,0,2
581,Job Title 49,Expired,09/12/2022 03:16 PM,09/23/2022 11:59 PM,no,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'skills', 'cloud computing', 'work', 'development', 'software development', 'communication', 'java', 'experience', 'knowledge']","['team', 'design', 'technology', 'technical', 'support', 'development', 'work']",In-Person,"Fredericton, NB",Organization_22,Canada,82,51,22,0,0
582,Job Title 10,Expired,10/17/2022 03:07 PM,10/31/2022 11:59 PM,yes,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'ability', 'skills', 'program', 'communication', 'development', 'software development', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'business', 'software', 'development', 'software development', 'work', 'solutions']",In-Person,"Fredericton, NB",Organization_22,Canada,32,27,5,0,0
583,Job Title 58,Expired,09/06/2023 11:23 AM,09/30/2023 11:59 PM,no,Winter 2024,1,No,$24.04 - $45.43 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'ability', 'skills', 'data', 'computer', 'work', 'java', 'experience', 'program']","['engineering', 'team', 'design', 'business', 'software', 'data', 'support', 'work']",In-Person,"Fremont, California, USA",Organization_55,United States,94,67,31,0,0
584,Job Title 80,Expired,09/05/2023 11:00 AM,09/30/2023 11:59 PM,no,Winter 2024,1,No,$31.25 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'ability', 'skills', 'databases', 'computer', 'work', 'java', 'experience', 'program']","['engineering', 'team', 'design', 'business', 'software', 'support', 'development', 'work']",In-Person,"Fremont, California, USA",Organization_55,United States,132,83,29,0,0
585,Job Title 88,Expired,11/30/2022 01:15 PM,12/15/2022 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,[],['engineering'],In-Person,Germany,Organization_81,Germany,105,81,1,0,0
586,Job Title 13,Expired,03/16/2023 01:03 PM,03/26/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'computer', 'management', 'time', 'communication', 'strong']","['project', 'development', 'management']",In-Person,"Gloucester, ON",Organization_20,Canada,72,59,4,0,0
587,Job Title 72,Expired,03/14/2022 01:37 PM,03/20/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'management', 'time', 'communication', 'strong', 'knowledge']","['business', 'development', 'management', 'work', 'project', 'solutions']",In-Person,"Gogama, ON",Organization_20,Canada,23,18,3,0,0
588,Job Title 94,Expired,11/03/2022 10:43 AM,12/09/2022 11:59 PM,no,Winter 2023,3,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'program', 'communication', 'time', 'work', 'strong', 'knowledge']","['team', 'design', 'data', 'management', 'work', 'project']",In-Person,"Toronto, ON",Organization_82,Canada,4,1,0,0,0
589,Job Title 52,Expired,11/03/2022 10:34 AM,12/09/2022 11:59 PM,no,Winter 2023,2,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'program', 'time', 'work', 'experience', 'strong', 'knowledge']","['project', 'work', 'team', 'management']",In-Person,"Toronto, ON",Organization_82,Canada,5,1,0,0,0
590,Job Title 68,Expired,12/22/2022 07:16 PM,01/13/2023 11:59 PM,yes,Summer 2023,1,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'development', 'work', 'strong', 'program']",['team'],In-Person,"Toronto, ON",Organization_83,Canada,51,22,11,0,2
591,Job Title 63,Expired,03/07/2023 01:43 PM,04/14/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'machine learning', 'ability', 'skills', 'environment', 'communication', 'computer', 'creativity', 'work', 'strong', 'program']","['team', 'data', 'technical', 'support', 'development', 'work']",In-Person,"Halifax, NS",Organization_2,Canada,109,86,25,0,0
592,Job Title 18,Expired,10/20/2022 03:38 PM,10/28/2022 11:59 PM,no,Winter 2023,1,No,,4 Months,Apply through the Employer's website:,,"['ability', 'skills', 'environment', 'communication', 'work', 'experience', 'strong']","['work', 'support', 'design']",In-Person,"Halifax, NS",Organization_2,Canada,31,28,2,0,0
593,Job Title 22,Expired,10/17/2022 10:04 AM,10/23/2022 11:59 PM,yes,Winter 2023,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'machine learning', 'ability', 'skills', 'environment', 'communication', 'computer', 'creativity', 'work', 'strong', 'program']","['team', 'data', 'technical', 'support', 'development', 'work']",In-Person,"Halifax, NS",Organization_2,Canada,12,12,4,0,0
594,Job Title 45,Expired,05/19/2023 04:11 PM,06/04/2023 11:59 PM,no,Fall 2023,1,Yes,,4 or 8 Months,Apply through the Employer's website:,,"['environment', 'skills', 'communication', 'experience', 'strong']","['team', 'technology', 'business', 'data', 'technical', 'support', 'development', 'management', 'work', 'project', 'solutions']",In-Person,"Halifax, NS",Organization_23,Canada,37,31,8,0,0
595,Job Title 47,Expired,07/10/2023 02:04 PM,07/28/2023 11:59 PM,yes,Fall 2023,1,Yes,Variable every four months.,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'skills', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'program']","['engineering', 'team', 'quality control', 'data', 'technical', 'support', 'development', 'management']",Hybrid (Remote and In-Person),"Halton, ON",Organization_84,Canada,34,28,3,0,0
596,Job Title 93,Expired,04/24/2023 12:11 PM,05/26/2023 11:59 PM,no,Fall 2023,1,Yes,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'skills', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'program']","['engineering', 'team', 'quality control', 'data', 'technical', 'support', 'development', 'management']",Hybrid (Remote and In-Person),"Halton, ON",Organization_84,Canada,90,54,6,0,0
597,Job Title 57,Expired,12/06/2022 02:20 PM,02/24/2023 11:59 PM,no,Summer 2023,3,Yes,,16 Months ONLY,Lassonde Co-op & Internship Portal,,"['time', 'work']","['engineering', 'data', 'project', 'design']",In-Person,"Halton, ON",Organization_84,Canada,267,146,17,0,4
598,Job Title 98,Expired,06/08/2023 10:49 AM,06/19/2023 11:59 PM,no,Fall 2023,1,No,18.5-20.42 per hour,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'communication', 'computer', 'management', 'time', 'work', 'program']","['engineering', 'team', 'design', 'data', 'support', 'work', 'project']",In-Person,"Halton, ON",Organization_84,Canada,14,5,4,0,0
599,Job Title 17,Expired,03/21/2022 12:27 PM,03/27/2022 11:59 PM,yes,Summer 2022,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'ability', 'skills', 'communication', 'computer', 'management', 'time', 'work', 'program']","['engineering', 'team', 'design', 'data', 'work', 'project']",In-Person,"Halton, ON",Organization_84,Canada,7,4,2,0,0
600,Job Title 2,Expired,02/16/2023 01:08 PM,02/26/2023 11:59 PM,no,Summer 2023,1,Yes,,,Lassonde Co-op & Internship Portal,,[],[],Remote,"Hamilton, ON",Organization_67,Canada,75,71,10,0,0
601,Job Title 31,Expired,03/13/2024 09:53 AM,03/13/2024 11:59 PM,no,Summer 2024,2,No,,16 Months ONLY,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'skills', 'program', 'data', 'computer', 'communication', 'knowledge']","['engineering', 'team', 'business', 'data', 'support', 'development', 'management']",In-Person,"Hamilton and/or Vaughan, ON",Organization_5,Canada,13,5,2,0,0
602,Job Title 75,Expired,02/27/2024 04:34 PM,03/08/2024 11:59 PM,no,Summer 2024,1,Yes,,4 Months with possibility of extension,Lassonde Co-op & Internship Portal,,"['team', 'ability', 'skills', 'environment', 'communication', 'work', 'strong']","['team', 'business', 'software', 'data', 'support', 'management', 'work']",Hybrid (Remote and In-Person),"Hamilton and/or Vaughan, ON",Organization_5,Canada,135,107,58,0,0
603,Job Title 77,Expired,10/03/2023 09:52 AM,11/04/2023 11:59 PM,no,Winter 2024,1,No,,8 or 12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'skills', 'program', 'computer', 'knowledge']","['business', 'work', 'support', 'design']",Hybrid (Remote and In-Person),"Hamilton and/or Vaughan, ON",Organization_5,Canada,7,2,1,0,0
604,Job Title 43,Expired,12/16/2022 03:31 PM,12/30/2022 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'work', 'experience', 'strong']","['engineering', 'project', 'technical']",Hybrid (Remote and In-Person),"Hamilton, ON",Organization_18,Canada,62,45,6,0,0
605,Job Title 78,Expired,11/16/2022 10:38 AM,11/20/2022 11:59 PM,no,Winter 2023,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'skills', 'knowledge', 'computer', 'program']","['business', 'work', 'support', 'design']",Hybrid (Remote and In-Person),"Hamilton, ON",Organization_5,Canada,2,1,0,0,0
606,Job Title 54,Expired,02/11/2022 02:51 PM,02/21/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Lassonde Co-op & Internship Portal,,"['skills', 'team', 'program']","['team', 'data', 'support', 'work', 'solutions']",In-Person,"Hamilton, ON",Organization_5,Canada,42,30,11,0,0
607,Job Title 44,Expired,01/17/2024 04:53 PM,01/31/2024 11:59 PM,no,Summer 2024,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'computer', 'work', 'experience', 'strong']","['engineering', 'design', 'business', 'development', 'management', 'work', 'project']",In-Person,"Hamilton, ON",Organization_85,Canada,24,13,2,0,0
608,Job Title 95,Expired,04/06/2023 03:48 PM,04/15/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'program']","['data', 'support', 'team']",In-Person,"Hamilton, ON",Organization_11,Canada,56,46,6,0,0
609,Job Title 30,Expired,03/30/2023 01:23 PM,04/09/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['communication', 'skills', 'program', 'knowledge']","['work', 'team', 'management']",In-Person,"Hamilton, ON",Organization_86,Canada,50,47,10,0,0
610,Job Title 37,Expired,03/16/2023 12:58 PM,03/26/2023 11:59 PM,no,Summer 2023,1,Yes,,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'skills', 'time', 'work', 'experience', 'program']","['work', 'quality control', 'development']",In-Person,"Hamilton, ON",Organization_20,Canada,63,55,7,0,0
611,Job Title 29,Expired,12/21/2022 10:27 AM,01/04/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'work', 'experience', 'strong']","['engineering', 'technical', 'support', 'work', 'project']",In-Person,"Hamilton, ON",Organization_18,Canada,107,79,6,0,0
612,Job Title 51,Expired,11/25/2022 08:08 AM,12/15/2022 11:59 PM,no,Summer 2023,2,Yes,,16 Months ONLY,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'program']","['technical', 'work', 'support', 'design']",In-Person,"Hamilton, ON",Organization_11,Canada,43,30,3,0,0
613,Job Title 5,Expired,04/19/2024 03:07 PM,04/29/2024 11:59 PM,no,Summer 2024,1,No,,12 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'skills', 'program', 'computer', 'communication', 'knowledge']","['support', 'data', 'work', 'team']",Hybrid (Remote and In-Person),"Hamilton, ON",Organization_5,Canada,10,7,4,0,0
614,Job Title 18,Expired,09/07/2023 10:59 AM,09/30/2023 11:59 PM,no,Winter 2024,1,Yes,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['programming', 'ability', 'skills', 'environment', 'adobe creative suite', 'work', 'experience', 'strong']","['engineering', 'design and develop', 'design', 'team', 'software', 'development']",In-Person,"Hawthorne, California, USA",Organization_55,United States,153,105,42,0,0
615,Job Title 98,Expired,09/06/2023 02:33 PM,09/29/2023 11:59 PM,no,Winter 2024,1,No,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['programming', 'ability', 'skills', 'environment', 'adobe creative suite', 'work', 'experience', 'strong']","['software', 'engineering', 'design']",In-Person,"Hawthorne, California, USA",Organization_55,United States,116,86,37,0,0
616,Job Title 76,Expired,09/06/2023 12:20 PM,09/30/2023 11:59 PM,no,Winter 2024,1,Yes,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['programming', 'ability', 'skills', 'environment', 'adobe creative suite', 'work', 'experience', 'strong']","['engineering', 'design', 'team', 'software', 'development']",In-Person,"Hawthorne, California, USA",Organization_55,United States,103,71,26,0,0
617,Job Title 84,Expired,02/28/2022 09:58 AM,03/13/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'communication', 'computer', 'management', 'time', 'work', 'experience', 'strong', 'program']","['engineering', 'team', 'design', 'support', 'management', 'work', 'project']",In-Person,"Houston, TX - USA",Organization_11,United States,21,16,3,0,0
618,Job Title 12,Expired,03/08/2023 10:16 AM,03/27/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'support', 'development', 'management', 'project']",In-Person,"Ingersoll, ON",Organization_58,Canada,106,77,9,0,0
619,Job Title 89,Expired,01/31/2023 10:44 AM,02/07/2023 11:59 PM,no,Summer 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'technology', 'technical', 'support', 'development', 'work', 'project']",In-Person,"Ingersoll, ON",Organization_58,Canada,101,71,7,0,0
620,Job Title 62,Expired,01/27/2023 01:36 PM,02/03/2023 11:59 PM,no,Summer 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'program', 'communication', 'management', 'work', 'experience', 'strong', 'knowledge']","['team', 'software', 'technical', 'support', 'development', 'management', 'work']",In-Person,"Ingersoll, ON",Organization_58,Canada,118,98,13,0,0
621,Job Title 8,Expired,06/08/2022 11:12 AM,06/19/2022 11:59 PM,yes,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'work', 'team', 'business']",In-Person,"Ingersoll, ON",Organization_58,Canada,30,14,4,0,0
622,Job Title 40,Expired,06/08/2022 09:59 AM,06/14/2022 11:59 PM,no,Fall 2022,1,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'environment', 'communication', 'management', 'time', 'work', 'experience', 'strong', 'knowledge']","['engineering', 'technical', 'support', 'work', 'project']",In-Person,"Ingersoll, ON",Organization_58,Canada,22,9,2,0,0
